Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
13;04;05;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2971964;0
13;04;05;24;00;000;TRANSFERENCIAS CORRIENTES;75242;0
13;04;05;24;07;000;A Organismos Internacionales;75242;0
13;04;05;24;07;005;Comité Veterinario Permanente del Cono Sur;13014;0
13;04;05;24;07;006;Organización Mundial de Sanidad Animal;62228;0
13;04;05;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;62640;0
13;04;05;29;07;000;Programas Informáticos;62640;0
13;04;05;34;00;000;SERVICIO DE LA DEUDA;10;0
13;04;05;34;07;000;Deuda Flotante;10;0
13;04;06;07;00;000;INGRESOS DE OPERACIÓN;841478;0
13;04;06;09;00;000;APORTE FISCAL;30707550;0
13;04;06;09;01;000;Libre;30707550;0
13;04;06;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;04;06;12;10;000;Ingresos por Percibir;10;0
13;04;06;21;00;000;GASTOS EN PERSONAL;20041026;0
13;04;06;22;00;000;BIENES Y SERVICIOS DE CONSUMO;11456349;0
13;04;06;24;00;000;TRANSFERENCIAS CORRIENTES;51653;0
13;04;06;24;07;000;A Organismos Internacionales;51653;0
13;04;06;24;07;603;Comité de Sanidad Vegetal del Cono Sur;24205;0
13;04;06;24;07;604;Organización Internacional de la Viña y el Vino;27448;0
13;04;06;34;00;000;SERVICIO DE LA DEUDA;10;0
13;04;06;34;07;000;Deuda Flotante;10;0
13;04;07;07;00;000;INGRESOS DE OPERACIÓN;4136735;0
13;04;07;09;00;000;APORTE FISCAL;12901551;0
13;04;07;09;01;000;Libre;12901551;0
13;04;07;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;04;07;12;10;000;Ingresos por Percibir;10;0
13;04;07;21;00;000;GASTOS EN PERSONAL;14339081;0
13;04;07;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2185313;0
13;04;07;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;57305;0
13;04;07;29;07;000;Programas Informáticos;31320;0
13;04;07;29;99;000;Otros Activos no Financieros;25985;0
13;04;07;33;00;000;TRANSFERENCIAS DE CAPITAL;456587;0
13;04;07;33;02;000;Al Gobierno Central;456587;0
13;04;07;33;02;005;Dirección General de Concesiones de Obras Públicas;456587;0
13;04;07;34;00;000;SERVICIO DE LA DEUDA;10;0
13;04;07;34;07;000;Deuda Flotante;10;0
13;04;08;07;00;000;INGRESOS DE OPERACIÓN;1544429;0
13;04;08;09;00;000;APORTE FISCAL;11931545;0
13;04;08;09;01;000;Libre;11931545;0
13;04;08;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;04;08;12;10;000;Ingresos por Percibir;10;0
13;04;08;21;00;000;GASTOS EN PERSONAL;6076037;0
13;04;08;22;00;000;BIENES Y SERVICIOS DE CONSUMO;476452;0
13;04;08;24;00;000;TRANSFERENCIAS CORRIENTES;6900402;0
13;04;08;24;01;000;Al Sector Privado;6864394;0
13;04;08;24;01;404;Sistema de Incentivos Ley N° 20.412;6864394;0
13;04;08;24;07;000;A Organismos Internacionales;36008;0
13;04;08;24;07;009;Instituto Interamericano de Cooperación Agrícola;2626;0
13;04;08;24;07;014;Convención sobre la Conservación de las Especies Migratorias de Animales Silvestres;22634;0
13;04;08;24;07;015;Convención sobre el Comercio Internacional de Especies Amenazadas de Fauna y Flora Silvestre;10748;0
13;04;08;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;23083;0
13;04;08;29;05;000;Máquinas y Equipos;23083;0
13;04;08;34;00;000;SERVICIO DE LA DEUDA;10;0
13;04;08;34;07;000;Deuda Flotante;10;0
13;04;09;07;00;000;INGRESOS DE OPERACIÓN;1151938;0
13;04;09;09;00;000;APORTE FISCAL;5789213;0
13;04;09;09;01;000;Libre;5789213;0
13;04;09;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;10;0
13;04;09;12;10;000;Ingresos por Percibir;10;0
13;04;09;21;00;000;GASTOS EN PERSONAL;5263133;0
13;04;09;22;00;000;BIENES Y SERVICIOS DE CONSUMO;1488334;0
13;04;09;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;189684;0
13;04;09;29;05;000;Máquinas y Equipos;132264;0
13;04;09;29;07;000;Programas Informáticos;57420;0
13;04;09;34;00;000;SERVICIO DE LA DEUDA;10;0
13;04;09;34;07;000;Deuda Flotante;10;0
13;05;01;09;00;000;APORTE FISCAL;20771571;0
13;05;01;09;01;000;Libre;20771571;0
13;05;01;15;00;000;SALDO INICIAL DE CAJA;10;0
13;05;01;21;00;000;GASTOS EN PERSONAL;17230090;0
13;05;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2850361;0
13;05;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
13;05;01;23;03;000;Prestaciones Sociales del Empleador;10;0
13;05;01;24;00;000;TRANSFERENCIAS CORRIENTES;10;0
13;05;01;24;01;000;Al Sector Privado;10;0
13;05;01;24;01;006;Otras Transferencias;10;0
13;05;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;691100;0
13;05;01;29;03;000;Vehículos;98136;0
13;05;01;29;07;000;Programas Informáticos;592964;0
13;05;01;34;00;000;SERVICIO DE LA DEUDA;10;0
13;05;01;34;07;000;Deuda Flotante;10;0
13;05;03;09;00;000;APORTE FISCAL;33618538;0
13;05;03;09;01;000;Libre;33618538;0
13;05;03;15;00;000;SALDO INICIAL DE CAJA;10;0
13;05;03;21;00;000;GASTOS EN PERSONAL;17824252;0
13;05;03;22;00;000;BIENES Y SERVICIOS DE CONSUMO;15696150;0
13;05;03;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;98136;0
13;05;03;29;03;000;Vehículos;98136;0
13;05;03;34;00;000;SERVICIO DE LA DEUDA;10;0
13;05;03;34;07;000;Deuda Flotante;10;0
13;05;04;07;00;000;INGRESOS DE OPERACIÓN;12115464;0
13;05;04;09;00;000;APORTE FISCAL;10864534;0
13;05;04;09;01;000;Libre;10864534;0
13;05;04;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;1116870;0
13;05;04;13;02;000;Del Gobierno Central;1116870;0
13;05;04;13;02;200;Fondo de Emergencia Transitorio;1116870;0
13;05;04;15;00;000;SALDO INICIAL DE CAJA;10;0
13;05;04;21;00;000;GASTOS EN PERSONAL;14061896;0
13;05;04;22;00;000;BIENES Y SERVICIOS DE CONSUMO;3218625;0
13;05;04;24;00;000;TRANSFERENCIAS CORRIENTES;213755;0
13;05;04;24;01;000;Al Sector Privado;213755;0
13;05;04;24;01;411;Jardín Botánico;213755;0
13;05;04;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;147204;0
13;05;04;29;03;000;Vehículos;147204;0
13;05;04;30;00;000;ADQUISICIÓN DE ACTIVOS FINANCIEROS;1116870;0
13;05;04;30;10;000;Fondo de Emergencia Transitorio;1116870;0
13;05;04;31;00;000;INICIATIVAS DE INVERSIÓN;5338518;0
13;05;04;31;02;000;Proyectos;5338518;0
13;05;04;34;00;000;SERVICIO DE LA DEUDA;10;0
13;05;04;34;07;000;Deuda Flotante;10;0
13;05;05;07;00;000;INGRESOS DE OPERACIÓN;2685566;0
13;05;05;09;00;000;APORTE FISCAL;18772082;0
13;05;05;09;01;000;Libre;18772082;0
13;05;05;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;4563072;0
13;05;05;13;02;000;Del Gobierno Central;4563072;0
13;05;05;13;02;200;Fondo de Emergencia Transitorio;4563072;0
13;05;05;15;00;000;SALDO INICIAL DE CAJA;10;0
13;05;05;21;00;000;GASTOS EN PERSONAL;13785081;0
13;05;05;22;00;000;BIENES Y SERVICIOS DE CONSUMO;5034584;0
13;05;05;24;00;000;TRANSFERENCIAS CORRIENTES;836712;0
13;05;05;24;01;000;Al Sector Privado;809353;0
13;05;05;24;01;001;Fondo para Investigación Ley Bosque Nativo;809353;0
13;05;05;24;07;000;A Organismos Internacionales;27359;0
13;05;05;24;07;007;Convención Naciones Unidas contra la Desertificación;27359;0
13;05;05;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;98136;0
13;05;05;29;03;000;Vehículos;98136;0
13;05;05;30;00;000;ADQUISICIÓN DE ACTIVOS FINANCIEROS;4563072;0
13;05;05;30;10;000;Fondo de Emergencia Transitorio;4563072;0
13;05;05;33;00;000;TRANSFERENCIAS DE CAPITAL;1703135;0
13;05;05;33;02;000;Al Gobierno Central;1703135;0
13;05;05;33;02;006;Bosque Nativo Ley N° 20.283;1703135;0
13;05;05;34;00;000;SERVICIO DE LA DEUDA;10;0
13;05;05;34;07;000;Deuda Flotante;10;0
13;05;06;09;00;000;APORTE FISCAL;1340265;0
13;05;06;09;01;000;Libre;1340265;0
13;05;06;15;00;000;SALDO INICIAL DE CAJA;10;0
13;05;06;21;00;000;GASTOS EN PERSONAL;897054;0
13;05;06;22;00;000;BIENES Y SERVICIOS DE CONSUMO;443211;0
13;05;06;34;00;000;SERVICIO DE LA DEUDA;10;0
13;05;06;34;07;000;Deuda Flotante;10;0
13;06;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
13;06;01;05;02;000;Del Gobierno Central;10;0
13;06;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
13;06;01;08;00;000;OTROS INGRESOS CORRIENTES;61079;0
13;06;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;61059;0
13;06;01;08;02;000;Multas y Sanciones Pecuniarias;10;0
13;06;01;08;99;000;Otros;10;0
13;06;01;09;00;000;APORTE FISCAL;94548497;0
13;06;01;09;01;000;Libre;94548497;0
13;06;01;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;52568057;0
13;06;01;13;02;000;Del Gobierno Central;52568057;0
13;06;01;13;02;200;Fondo de Emergencia Transitorio;52568057;0
13;06;01;15;00;000;SALDO INICIAL DE CAJA;10;0
13;06;01;21;00;000;GASTOS EN PERSONAL;5930532;0
13;06;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;808119;0
13;06;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
13;06;01;23;03;000;Prestaciones Sociales del Empleador;10;0
13;06;01;24;00;000;TRANSFERENCIAS CORRIENTES;2325610;0
13;06;01;24;03;000;A Otras Entidades Públicas;2325610;0
13;06;01;24;03;051;Programa Construcción y Rehabilitación Obras de Riego;2325610;0
13;06;01;25;00;000;INTEGROS AL FISCO;61079;0
13;06;01;25;01;000;Impuestos;10;0
13;06;01;25;99;000;Otros Integros al Fisco;61069;0
13;06;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;286893;0
13;06;01;29;06;000;Equipos Informáticos;13299;0
13;06;01;29;07;000;Programas Informáticos;273594;0
13;06;01;30;00;000;ADQUISICIÓN DE ACTIVOS FINANCIEROS;52568057;0
13;06;01;30;10;000;Fondo de Emergencia Transitorio;52568057;0
13;06;01;31;00;000;INICIATIVAS DE INVERSIÓN;3501062;0
13;06;01;31;01;000;Estudios Básicos;926328;0
13;06;01;31;02;000;Proyectos;911268;0
13;06;01;31;03;000;Programas de Inversión;1663466;0
13;06;01;33;00;000;TRANSFERENCIAS DE CAPITAL;81696281;0
13;06;01;33;02;000;Al Gobierno Central;81696281;0
13;06;01;33;02;004;Al INDAP - Pre financiamiento art. 3°, Ley N° 18.450;1147123;0
13;06;01;33;02;005;Bonificación por Inversiones de Riego y Drenaje Ley N° 18.450;80549158;0
13;06;01;34;00;000;SERVICIO DE LA DEUDA;10;0
13;06;01;34;07;000;Deuda Flotante;10;0
14;01;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
14;01;01;05;02;000;Del Gobierno Central;10;0
14;01;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
14;01;01;06;00;000;RENTAS DE LA PROPIEDAD;3258418;0
14;01;01;08;00;000;OTROS INGRESOS CORRIENTES;1320955;0
14;01;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;338830;0
14;01;01;08;99;000;Otros;982125;0
14;01;01;09;00;000;APORTE FISCAL;8419202;0
14;01;01;09;01;000;Libre;8419202;0
14;01;01;15;00;000;SALDO INICIAL DE CAJA;10;0
14;01;01;21;00;000;GASTOS EN PERSONAL;10333490;0
14;01;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2153518;0
14;01;01;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
14;01;01;23;03;000;Prestaciones Sociales del Empleador;10;0
14;01;01;25;00;000;INTEGROS AL FISCO;339166;0
14;01;01;25;01;000;Impuestos;325;0
14;01;01;25;99;000;Otros Integros al Fisco;338841;0
14;01;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;172401;0
14;01;01;29;04;000;Mobiliario y Otros;20335;0
14;01;01;29;06;000;Equipos Informáticos;9907;0
14;01;01;29;07;000;Programas Informáticos;142159;0
14;01;01;34;00;000;SERVICIO DE LA DEUDA;10;0
14;01;01;34;07;000;Deuda Flotante;10;0
14;01;03;06;00;000;RENTAS DE LA PROPIEDAD;2809296;0
14;01;03;09;00;000;APORTE FISCAL;286534;0
14;01;03;09;01;000;Libre;286534;0
14;01;03;15;00;000;SALDO INICIAL DE CAJA;10;0
14;01;03;21;00;000;GASTOS EN PERSONAL;1948062;0
14;01;03;22;00;000;BIENES Y SERVICIOS DE CONSUMO;1147768;0
14;01;03;34;00;000;SERVICIO DE LA DEUDA;10;0
14;01;03;34;07;000;Deuda Flotante;10;0
14;01;04;05;00;000;TRANSFERENCIAS CORRIENTES;575822;0
14;01;04;05;02;000;Del Gobierno Central;575822;0
14;01;04;05;02;001;Corporación Nacional de Desarrollo Indígena;575822;0
14;01;04;06;00;000;RENTAS DE LA PROPIEDAD;17018608;0
14;01;04;09;00;000;APORTE FISCAL;360612;0
14;01;04;09;01;000;Libre;360612;0
14;01;04;10;00;000;VENTA DE ACTIVOS NO FINANCIEROS;6735166;0
14;01;04;10;01;000;Terrenos;6735166;0
14;01;04;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;74339;0
14;01;04;12;09;000;Por Ventas a Plazo;74339;0
14;01;04;15;00;000;SALDO INICIAL DE CAJA;10;0
14;01;04;21;00;000;GASTOS EN PERSONAL;4579362;0
14;01;04;22;00;000;BIENES Y SERVICIOS DE CONSUMO;511377;0
14;01;04;24;00;000;TRANSFERENCIAS CORRIENTES;361312;0
14;01;04;24;01;000;Al Sector Privado;361312;0
14;01;04;24;01;005;Puesta en Valor del Territorio Fiscal;42303;0
14;01;04;24;01;009;Recuperación y Fortalecimiento de Rutas Patrimoniales;77437;0
14;01;04;24;01;010;Plan de Gestión Territorial Regional;241572;0
14;01;04;25;00;000;INTEGROS AL FISCO;5343934;0
14;01;04;25;99;000;Otros Integros al Fisco;5343934;0
14;01;04;32;00;000;PRÉSTAMOS;74339;0
14;01;04;32;09;000;Por Ventas a Plazo;74339;0
14;01;04;33;00;000;TRANSFERENCIAS DE CAPITAL;13894223;0
14;01;04;33;02;000;Al Gobierno Central;13894223;0
14;01;04;33;02;017;Financiamiento Gobiernos Regionales;13894223;0
14;01;04;34;00;000;SERVICIO DE LA DEUDA;10;0
14;01;04;34;07;000;Deuda Flotante;10;0
14;01;05;06;00;000;RENTAS DE LA PROPIEDAD;2860291;0
14;01;05;09;00;000;APORTE FISCAL;491552;0
14;01;05;09;01;000;Libre;491552;0
14;01;05;15;00;000;SALDO INICIAL DE CAJA;10;0
14;01;05;21;00;000;GASTOS EN PERSONAL;2831729;0
14;01;05;22;00;000;BIENES Y SERVICIOS DE CONSUMO;360089;0
14;01;05;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;160025;0
14;01;05;29;05;000;Máquinas y Equipos;88025;0
14;01;05;29;06;000;Equipos Informáticos;72000;0
14;01;05;34;00;000;SERVICIO DE LA DEUDA;10;0
14;01;05;34;07;000;Deuda Flotante;10;0
15;01;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
15;01;01;05;02;000;Del Gobierno Central;10;0
15;01;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
15;01;01;08;00;000;OTROS INGRESOS CORRIENTES;75690;0
15;01;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;69314;0
15;01;01;08;02;000;Multas y Sanciones Pecuniarias;5641;0
15;01;01;08;99;000;Otros;735;0
15;01;01;09;00;000;APORTE FISCAL;12724588;0
15;01;01;09;01;000;Libre;12724588;0
15;01;01;15;00;000;SALDO INICIAL DE CAJA;10;0
15;01;01;21;00;000;GASTOS EN PERSONAL;6415640;0
15;01;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;1571836;0
15;01;01;24;00;000;TRANSFERENCIAS CORRIENTES;4331458;0
15;01;01;24;01;000;Al Sector Privado;1117201;0
15;01;01;24;01;432;Programa Diálogo Social;311408;0
15;01;01;24;01;435;Fondo de Formación Sindical y Relaciones Laborales Colaborativas;805793;0
15;01;01;24;03;000;A Otras Entidades Públicas;1849951;0
15;01;01;24;03;261;Comisión del Sistema Nacional de Certificación de Competencias Laborales;1849951;0
15;01;01;24;07;000;A Organismos Internacionales;1364306;0
15;01;01;24;07;001;Organismos Internacionales;1364306;0
15;01;01;25;00;000;INTEGROS AL FISCO;69501;0
15;01;01;25;01;000;Impuestos;176;0
15;01;01;25;99;000;Otros Integros al Fisco;69325;0
15;01;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;411843;0
15;01;01;29;05;000;Máquinas y Equipos;21282;0
15;01;01;29;06;000;Equipos Informáticos;91559;0
15;01;01;29;07;000;Programas Informáticos;299002;0
15;01;01;34;00;000;SERVICIO DE LA DEUDA;10;0
15;01;01;34;07;000;Deuda Flotante;10;0
15;01;01;35;00;000;SALDO FINAL DE CAJA;10;0
15;01;03;08;00;000;OTROS INGRESOS CORRIENTES;10;0
15;01;03;08;99;000;Otros;10;0
15;01;03;09;00;000;APORTE FISCAL;19956909;0
15;01;03;09;01;000;Libre;19956909;0
15;01;03;15;00;000;SALDO INICIAL DE CAJA;10;0
15;01;03;21;00;000;GASTOS EN PERSONAL;216573;0
15;01;03;22;00;000;BIENES Y SERVICIOS DE CONSUMO;40676;0
15;01;03;24;00;000;TRANSFERENCIAS CORRIENTES;19692961;0
15;01;03;24;01;000;Al Sector Privado;3924442;0
15;01;03;24;01;265;Programa Servicios Sociales;3715888;0
15;01;03;24;01;267;Mejora a la empleabilidad para artesanos y artesanas tradicionales de zonas rurales;208554;0
15;01;03;24;03;000;A Otras Entidades Públicas;15768519;0
15;01;03;24;03;260;Programa Bonificación a la Contratación de Mano de Obra;10;0
15;01;03;24;03;263;Programa de Apoyo al Empleo Ley N° 20.595 y Sistema Chile Solidario;1665325;0
15;01;03;24;03;264;Programa Inversión en la Comunidad;14103184;0
15;01;03;25;00;000;INTEGROS AL FISCO;10;0
15;01;03;25;99;000;Otros Integros al Fisco;10;0
15;01;03;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;6699;0
15;01;03;29;05;000;Máquinas y Equipos;1426;0
15;01;03;29;06;000;Equipos Informáticos;2482;0
15;01;03;29;07;000;Programas Informáticos;2791;0
15;01;03;35;00;000;SALDO FINAL DE CAJA;10;0
15;02;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
15;02;01;05;02;000;Del Gobierno Central;10;0
15;02;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
15;02;01;07;00;000;INGRESOS DE OPERACIÓN;137808;0
15;02;01;08;00;000;OTROS INGRESOS CORRIENTES;1804022;0
15;02;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;1667258;0
15;02;01;08;99;000;Otros;136764;0
15;02;01;09;00;000;APORTE FISCAL;79164044;0
15;02;01;09;01;000;Libre;79164044;0
15;02;01;10;00;000;VENTA DE ACTIVOS NO FINANCIEROS;4176;0
15;02;01;10;03;000;Vehículos;4176;0
15;02;01;15;00;000;SALDO INICIAL DE CAJA;10;0
15;02;01;21;00;000;GASTOS EN PERSONAL;66416278;0
15;02;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;11777696;0
15;02;01;24;00;000;TRANSFERENCIAS CORRIENTES;3750;0
15;02;01;24;07;000;A Organismos Internacionales;3750;0
15;02;01;24;07;001;Organismos Internacionales;3750;0
15;02;01;25;00;000;INTEGROS AL FISCO;1667268;0
15;02;01;25;99;000;Otros Integros al Fisco;1667268;0
15;02;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;1245058;0
15;02;01;29;03;000;Vehículos;78300;0
15;02;01;29;06;000;Equipos Informáticos;52409;0
15;02;01;29;07;000;Programas Informáticos;1114349;0
15;02;01;34;00;000;SERVICIO DE LA DEUDA;10;0
15;02;01;34;07;000;Deuda Flotante;10;0
15;02;01;35;00;000;SALDO FINAL DE CAJA;10;0
15;03;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
15;03;01;05;02;000;Del Gobierno Central;10;0
15;03;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
15;03;01;08;00;000;OTROS INGRESOS CORRIENTES;49258;0
15;03;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;47122;0
15;03;01;08;02;000;Multas y Sanciones Pecuniarias;1068;0
15;03;01;08;99;000;Otros;1068;0
15;03;01;09;00;000;APORTE FISCAL;6336931;0
15;03;01;09;01;000;Libre;6336931;0
15;03;01;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;19215;0
15;03;01;12;10;000;Ingresos por Percibir;19215;0
15;03;01;15;00;000;SALDO INICIAL DE CAJA;10;0
15;03;01;21;00;000;GASTOS EN PERSONAL;3511951;0
15;03;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;1314472;0
15;03;01;24;00;000;TRANSFERENCIAS CORRIENTES;1431313;0
15;03;01;24;01;000;Al Sector Privado;1237267;0
15;03;01;24;01;002;Fondo para la Educación Previsional;1237267;0
15;03;01;24;03;000;A Otras Entidades Públicas;168233;0
15;03;01;24;03;001;Fondo para la Educación Previsional;168233;0
15;03;01;24;07;000;A Organismos Internacionales;25813;0
15;03;01;24;07;001;A Organismos Internacionales;25813;0
15;03;01;25;00;000;INTEGROS AL FISCO;47132;0
15;03;01;25;99;000;Otros Integros al Fisco;47132;0
15;03;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;100536;0
15;03;01;29;05;000;Máquinas y Equipos;33198;0
15;03;01;29;06;000;Equipos Informáticos;27102;0
15;03;01;29;07;000;Programas Informáticos;40236;0
15;03;01;34;00;000;SERVICIO DE LA DEUDA;10;0
15;03;01;34;07;000;Deuda Flotante;10;0
15;03;01;35;00;000;SALDO FINAL DE CAJA;10;0
15;04;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
15;04;01;05;02;000;Del Gobierno Central;10;0
15;04;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
15;04;01;06;00;000;RENTAS DE LA PROPIEDAD;3580849;0
15;04;01;07;00;000;INGRESOS DE OPERACIÓN;2301458;0
15;04;01;08;00;000;OTROS INGRESOS CORRIENTES;221401;0
15;04;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;217225;0
15;04;01;08;02;000;Multas y Sanciones Pecuniarias;1068;0
15;04;01;08;99;000;Otros;3108;0
15;04;01;09;00;000;APORTE FISCAL;10678442;0
15;04;01;09;01;000;Libre;10678442;0
15;04;01;10;00;000;VENTA DE ACTIVOS NO FINANCIEROS;230;0
15;04;01;10;04;000;Mobiliario y Otros;115;0
15;04;01;10;05;000;Máquinas y Equipos;115;0
15;04;01;11;00;000;VENTA DE ACTIVOS FINANCIEROS;533745;0
15;04;01;11;01;000;Venta o Rescate de Títulos y Valores;533745;0
15;04;01;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;18866481;0
15;04;01;12;03;000;Pignoraticios;18435339;0
15;04;01;12;10;000;Ingresos por Percibir;431142;0
15;04;01;15;00;000;SALDO INICIAL DE CAJA;10;0
15;04;01;21;00;000;GASTOS EN PERSONAL;8469498;0
15;04;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;4549127;0
15;04;01;24;00;000;TRANSFERENCIAS CORRIENTES;2593;0
15;04;01;24;07;000;A Organismos Internacionales;2593;0
15;04;01;24;07;001;A Organismos Internacionales;2593;0
15;04;01;25;00;000;INTEGROS AL FISCO;377861;0
15;04;01;25;01;000;Impuestos;160625;0
15;04;01;25;99;000;Otros Integros al Fisco;217236;0
15;04;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;321923;0
15;04;01;29;05;000;Máquinas y Equipos;119016;0
15;04;01;29;06;000;Equipos Informáticos;111708;0
15;04;01;29;07;000;Programas Informáticos;91199;0
15;04;01;30;00;000;ADQUISICIÓN DE ACTIVOS FINANCIEROS;533745;0
15;04;01;30;01;000;Compra de Títulos y Valores;533745;0
15;04;01;32;00;000;PRÉSTAMOS;21925869;0
15;04;01;32;03;000;Pignoraticios;21925869;0
15;04;01;34;00;000;SERVICIO DE LA DEUDA;2000;0
15;04;01;34;07;000;Deuda Flotante;2000;0
15;04;01;35;00;000;SALDO FINAL DE CAJA;10;0
15;05;01;05;00;000;TRANSFERENCIAS CORRIENTES;1076355;0
15;05;01;05;01;000;Del Sector Privado;644668;0
15;05;01;05;01;004;Administradora del Fondo de Cesantía Solidario;644668;0
15;05;01;05;02;000;Del Gobierno Central;431687;0
15;05;01;05;02;009;Secretaría y Administración General de Hacienda (Programa 09);431677;0
15;05;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
15;05;01;07;00;000;INGRESOS DE OPERACIÓN;359354;0
15;05;01;08;00;000;OTROS INGRESOS CORRIENTES;908492;0
15;05;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;249808;0
15;05;01;08;02;000;Multas y Sanciones Pecuniarias;230274;0
15;05;01;08;99;000;Otros;428410;0
15;05;01;09;00;000;APORTE FISCAL;83409293;0
15;05;01;09;01;000;Libre;83409293;0
15;05;01;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;210610598;0
15;05;01;13;02;000;Del Gobierno Central;210610598;0
15;05;01;13;02;200;Fondo de Emergencia Transitorio;210610598;0
15;05;01;15;00;000;SALDO INICIAL DE CAJA;10;0
15;05;01;21;00;000;GASTOS EN PERSONAL;19436923;0
15;05;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;8454247;0
15;05;01;24;00;000;TRANSFERENCIAS CORRIENTES;56932831;0
15;05;01;24;01;000;Al Sector Privado;54044517;0
15;05;01;24;01;003;Becas;1356496;0
15;05;01;24;01;004;Bono de Capacitación para Micro y Pequeños Empresarios;3248248;0
15;05;01;24;01;011;Programa de Capacitación en Oficios;29065618;0
15;05;01;24;01;266;Programa de Intermediación Laboral;10893969;0
15;05;01;24;01;270;Certificación de Competencias Laborales;1945878;0
15;05;01;24;01;442;Seguros;202342;0
15;05;01;24;01;477;Programa de Reconversión Laboral;7331966;0
15;05;01;24;03;000;A Otras Entidades Públicas;2876314;0
15;05;01;24;03;257;Programa de Becas;2497838;0
15;05;01;24;03;258;Comisión del Sistema Nacional de Certificación de Competencias Laborales;378476;0
15;05;01;24;07;000;A Organismos Internacionales;12000;0
15;05;01;24;07;001;Organismos Internacionales;12000;0
15;05;01;25;00;000;INTEGROS AL FISCO;249819;0
15;05;01;25;99;000;Otros Integros al Fisco;249819;0
15;05;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;679664;0
15;05;01;29;05;000;Máquinas y Equipos;30276;0
15;05;01;29;06;000;Equipos Informáticos;84564;0
