Año	Mes	Moneda	Partida	Nombre Partida	Capítulo	Nombre Capítulo	Programa	Nombre Programa	Subtítulo	Nombre Subtítulo	Item	Nombre Item	Asignación	Nombre Asignación	Monto Ley Inicial	Monto Ley Vigente a AGOSTO	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	24	TRANSFERENCIAS CORRIENTES	7	A Organismos Internacionales			18.809	18.809	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	24	TRANSFERENCIAS CORRIENTES	7	A Organismos Internacionales	1	Organismos Internacionales	18.809	18.809	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	25	INTEGROS AL FISCO					15	15	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	25	INTEGROS AL FISCO	1	Impuestos			15	15	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS					146.074	170.549	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	4	Mobiliario y Otros			4.227	3.374	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	6	Equipos Informáticos			2.114	1.687	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	7	Programas Informáticos			139.733	165.488	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	34	SERVICIO DE LA DEUDA					500	500	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	34	SERVICIO DE LA DEUDA	7	Deuda Flotante			500	500	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	7	SUPERINTENDENCIA DE PENSIONES	1	SUPERINTENDENCIA DE PENSIONES	35	SALDO FINAL DE CAJA					1.000	1.000	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	4	IMPOSICIONES PREVISIONALES					119.370.792	119.370.792	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	4	IMPOSICIONES PREVISIONALES	2	Aportes del Trabajador			119.370.792	119.370.792	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	5	TRANSFERENCIAS CORRIENTES					243.551.440	243.551.440	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	5	TRANSFERENCIAS CORRIENTES	2	Del Gobierno Central			229.332.024	229.332.024	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	5	TRANSFERENCIAS CORRIENTES	2	Del Gobierno Central	4	Fondo Único de Prestaciones Familiares y Subsidios de Cesantía	33.332.024	33.332.024	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	5	TRANSFERENCIAS CORRIENTES	2	Del Gobierno Central	75	Fondo de Reserva de Pensiones Ley N° 20.128	196.000.000	196.000.000	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	5	TRANSFERENCIAS CORRIENTES	3	De Otras Entidades Públicas			14.219.416	14.219.416	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	5	TRANSFERENCIAS CORRIENTES	3	De Otras Entidades Públicas	1	Comisión Revalorizadora de Pensiones	14.219.416	14.219.416	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	6	RENTAS DE LA PROPIEDAD					234.622	234.165	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	7	INGRESOS DE OPERACIÓN					245.811	245.332	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	8	OTROS INGRESOS CORRIENTES					33.401.474	33.341.446	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	8	OTROS INGRESOS CORRIENTES	1	Recuperaciones y Reembolsos por Licencias Médicas			1.399.201	1.399.201	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	8	OTROS INGRESOS CORRIENTES	2	Multas y Sanciones Pecuniarias			5.365.446	5.354.987	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	8	OTROS INGRESOS CORRIENTES	99	Otros			26.636.827	26.587.258	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	9	APORTE FISCAL					4.534.631.024	4.525.865.076	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	9	APORTE FISCAL	1	Libre			4.534.631.024	4.525.865.076	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	10	VENTA DE ACTIVOS NO FINANCIEROS					13.965	13.938	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	10	VENTA DE ACTIVOS NO FINANCIEROS	4	Mobiliario y Otros			13.965	13.938	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	11	VENTA DE ACTIVOS FINANCIEROS					54.614.031	54.614.031	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	11	VENTA DE ACTIVOS FINANCIEROS	1	Venta o Rescate de Títulos y Valores			54.614.031	54.614.031	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	12	RECUPERACIÓN DE PRÉSTAMOS					270.977	270.912	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	12	RECUPERACIÓN DE PRÉSTAMOS	1	De Asistencia Social			22.613	22.613	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	12	RECUPERACIÓN DE PRÉSTAMOS	2	Hipotecarios			213.628	213.628	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	12	RECUPERACIÓN DE PRÉSTAMOS	5	Médicos			616	616	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	12	RECUPERACIÓN DE PRÉSTAMOS	9	Por Ventas a Plazo			34.120	34.055	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	15	SALDO INICIAL DE CAJA					11.000.000	11.000.000	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	21	GASTOS EN PERSONAL					55.203.598	55.046.738	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	22	BIENES Y SERVICIOS DE CONSUMO					77.752.441	69.315.645	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL					4.253.429.401	4.253.429.401	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales			3.100.693.603	3.100.693.603	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	1	Jubilaciones, Pensiones y Montepíos	2.325.668.544	2.325.668.544	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	2	Bonificaciones	232.266	232.266	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	3	Bono de Reconocimiento	618.135.631	618.135.631	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	4	Desahucios e Indemnizaciones	28.572.788	28.572.788	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	6	Asignación por Muerte	25.416.179	25.416.179	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	7	Seguro de Vida	22.773.630	22.773.630	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	8	Devolución de Imposiciones	91.355	91.355	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	1	Prestaciones Previsionales	16	Bonificación por Hijo para las Mujeres	79.803.210	79.803.210	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social			1.152.735.798	1.152.735.798	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	1	Asignación Familiar	22.037.754	22.037.754	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	6	Subsidio de Cesantía	11.679	11.679	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	7	Pensiones Básicas Solidarias de Vejez	511.490.423	511.490.423	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	8	Pensiones Básicas Solidarias de Invalidez	235.759.623	235.759.623	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	9	Subsidio de Discapacidad Mental	16.891.640	16.891.640	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	10	Bono para Cónyuges que cumplan cincuenta años de matrimonio	5.139.452	5.139.452	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	11	Bonificación Ley N° 20.531	216.463.478	216.463.478	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	23	PRESTACIONES DE SEGURIDAD SOCIAL	2	Prestaciones de Asistencia Social	12	Aporte Familiar Permanente de Marzo	144.941.749	144.941.749	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES					542.709.951	542.709.951	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado			531.018.989	531.018.989	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	6	Otras	763.672	763.672	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	7	Aporte Previsional Solidario	527.245.693	527.245.693	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	8	Traslados y Hospedajes Pensiones Básicas Solidarias de Invalidez	166.180	166.180	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	9	Subsidio Previsional a los Trabajadores Jóvenes	2.737.766	2.737.766	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	11	Promoción de Derechos Previsionales y de Seguridad Social para mujeres en territorios rurales de difícil conectividad	105.678	105.678	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	3	A Otras Entidades Públicas			11.686.319	11.686.319	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	3	A Otras Entidades Públicas	263	Comisión Revalorizadora de Pensiones	7.590.116	7.590.116	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	3	A Otras Entidades Públicas	405	Comisiones Médicas, D.L. N° 3.500	4.096.203	4.096.203	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	7	A Organismos Internacionales			4.643	4.643	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	24	TRANSFERENCIAS CORRIENTES	7	A Organismos Internacionales	1	Organismos Internacionales	4.643	4.643	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS					946.694	823.011	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	4	Mobiliario y Otros			77.761	62.057	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	5	Máquinas y Equipos			51.660	46.393	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	6	Equipos Informáticos			193.914	154.753	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	7	Programas Informáticos			623.359	559.808	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	30	ADQUISICIÓN DE ACTIVOS FINANCIEROS					56.258.132	56.148.467	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	30	ADQUISICIÓN DE ACTIVOS FINANCIEROS	1	Compra de Títulos y Valores			56.258.132	56.148.467	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	32	PRÉSTAMOS					23.919	23.919	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	32	PRÉSTAMOS	1	De Asistencia Social			23.919	23.919	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	34	SERVICIO DE LA DEUDA					10.000	10.000	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	34	SERVICIO DE LA DEUDA	7	Deuda Flotante			10.000	10.000	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	9	INSTITUTO DE PREVISIÓN SOCIAL	1	INSTITUTO DE PREVISIÓN SOCIAL	35	SALDO FINAL DE CAJA					11.000.000	11.000.000	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	4	IMPOSICIONES PREVISIONALES					74.176.385	74.175.350	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	4	IMPOSICIONES PREVISIONALES	1	Aportes del Empleador			73.620.148	73.620.148	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	4	IMPOSICIONES PREVISIONALES	2	Aportes del Trabajador			556.237	555.202	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	5	TRANSFERENCIAS CORRIENTES					321.673	321.673	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	5	TRANSFERENCIAS CORRIENTES	2	Del Gobierno Central			321.673	321.673	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	5	TRANSFERENCIAS CORRIENTES	2	Del Gobierno Central	4	Fondo Único de Prestaciones Familiares y Subsidios de Cesantía	321.673	321.673	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	6	RENTAS DE LA PROPIEDAD					116.322	116.095	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	8	OTROS INGRESOS CORRIENTES					6.545.026	6.542.151	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	8	OTROS INGRESOS CORRIENTES	1	Recuperaciones y Reembolsos por Licencias Médicas			274.434	274.434	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	8	OTROS INGRESOS CORRIENTES	2	Multas y Sanciones Pecuniarias			4.725.392	4.722.517	
2018	Agosto	PESOS	15	MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL	10	INSTITUTO DE SEGURIDAD LABORAL	1	INSTITUTO DE SEGURIDAD LABORAL	8	OTROS INGRESOS CORRIENTES	99	Otros			1.545.200	1.545.200	
