_id,Ano,Mes,Moneda,Partida,Nombre Partida,Capitulo,Nombre Capitulo,Programa,Nombre Programa,Subtitulo,Nombre Subtitulo,Item,Nombre Item,Asignacion,Nombre Asignacion,Monto Ley Inicial,Monto Ley Vigente a AGOSTO
6045,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,257,Programa de Becas,2.497.838,2.497.838
6046,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,258,Comisión del Sistema Nacional de Certificación de Competencias Laborales,378.476,378.476
6047,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,,,12.000,12.000
6048,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,001,Organismos Internacionales,12.000,12.000
6049,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,25,INTEGROS AL FISCO,,,,,249.819,249.819
6050,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,25,INTEGROS AL FISCO,99,Otros Integros al Fisco,,,249.819,249.819
6051,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,26,OTROS GASTOS CORRIENTES,,,,,0,137.484
6052,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,26,OTROS GASTOS CORRIENTES,01,Devoluciones,,,0,14.552
6053,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,26,OTROS GASTOS CORRIENTES,02,Compensaciones por Daños a Terceros y/o a la Propiedad,,,0,122.932
6054,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,,,679.664,725.332
6055,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,04,Mobiliario y Otros,,,0,29.485
6056,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,05,Máquinas y Equipos,,,30.276,46.459
6057,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,06,Equipos Informáticos,,,84.564,84.564
6058,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,07,Programas Informáticos,,,564.824,564.824
6059,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,30,ADQUISICIÓN DE ACTIVOS FINANCIEROS,,,,,210.610.598,0
6060,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,30,ADQUISICIÓN DE ACTIVOS FINANCIEROS,10,Fondo de Emergencia Transitorio,,,210.610.598,0
6061,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,34,SERVICIO DE LA DEUDA,,,,,10,1.381.705
6062,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,34,SERVICIO DE LA DEUDA,07,Deuda Flotante,,,10,1.381.705
6063,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,01,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,35,SALDO FINAL DE CAJA,,,,,10,10
6064,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,09,APORTE FISCAL,,,,,117.345.534,117.345.534
6065,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,09,APORTE FISCAL,01,Libre,,,117.345.534,117.345.534
6066,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,24,TRANSFERENCIAS CORRIENTES,,,,,117.345.534,117.345.534
6067,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,,,117.345.534,117.345.534
6068,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,090,Programa de Formación en el Puesto de Trabajo,2.273.603,2.273.603
6069,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,453,"Subsidio al Empleo, Ley N° 20.338",49.774.720,49.774.720
6070,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,454,"Subsidio Empleo a la Mujer, Ley N° 20.595",63.055.482,63.055.482
6071,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,04,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO - EMPLEO,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,478,Observatorio Laboral,2.241.729,2.241.729
6072,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,13,TRANSFERENCIAS PARA GASTOS DE CAPITAL,,,,,0,1.038.183.175
6073,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,13,TRANSFERENCIAS PARA GASTOS DE CAPITAL,02,Del Gobierno Central,,,0,1.038.183.175
6074,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,13,TRANSFERENCIAS PARA GASTOS DE CAPITAL,02,Del Gobierno Central,200,Fondo de Emergencia Transitorio,0,1.038.183.175
6075,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,15,SALDO INICIAL DE CAJA,,,,,0,140.159.937
6076,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,21,GASTOS EN PERSONAL,,,,,0,290.400
6077,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,22,BIENES Y SERVICIOS DE CONSUMO,,,,,0,4.899.517
6078,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,24,TRANSFERENCIAS CORRIENTES,,,,,0,1.032.993.258
6079,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,,,0,1.032.993.258
6080,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,500,"Aplicación Subsidio al Empleo, decreto N° 28 y sus modificaciones",0,1.032.993.258
6081,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,34,SERVICIO DE LA DEUDA,,,,,0,140.159.937
6082,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,05,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO,50,SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO FET - Covid - 19,34,SERVICIO DE LA DEUDA,07,Deuda Flotante,,,0,140.159.937
6083,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,05,TRANSFERENCIAS CORRIENTES,,,,,380.836,380.836
6084,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,05,TRANSFERENCIAS CORRIENTES,01,Del Sector Privado,,,380.826,380.826
6085,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,05,TRANSFERENCIAS CORRIENTES,01,Del Sector Privado,004,Fondo Ley  N° 21.063,380.826,380.826
6086,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,05,TRANSFERENCIAS CORRIENTES,02,Del Gobierno Central,,,10,10
6087,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,05,TRANSFERENCIAS CORRIENTES,02,Del Gobierno Central,201,Recuperación de Licencias Médicas - FONASA,10,10
6088,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,08,OTROS INGRESOS CORRIENTES,,,,,95.261,95.261
6089,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,08,OTROS INGRESOS CORRIENTES,01,Recuperaciones y Reembolsos por Licencias Médicas,,,95.261,95.261
6090,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,09,APORTE FISCAL,,,,,14.631.519,14.645.372
6091,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,09,APORTE FISCAL,01,Libre,,,14.631.519,14.645.372
6092,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,15,SALDO INICIAL DE CAJA,,,,,500,804.861
6093,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,21,GASTOS EN PERSONAL,,,,,12.200.798,12.200.798
6094,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,22,BIENES Y SERVICIOS DE CONSUMO,,,,,2.699.334,2.699.334
6095,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,24,TRANSFERENCIAS CORRIENTES,,,,,3.168,3.168
6096,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,,,3.168,3.168
6097,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,001,A Organismos Internacionales,3.168,3.168
6098,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,25,INTEGROS AL FISCO,,,,,95.271,95.271
6099,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,25,INTEGROS AL FISCO,99,Otros Integros al Fisco,,,95.271,95.271
6100,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,,,109.525,109.525
6101,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,06,Equipos Informáticos,,,67.239,67.239
6102,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,07,Programas Informáticos,,,42.286,42.286
6103,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,34,SERVICIO DE LA DEUDA,,,,,10,818.224
6104,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,34,SERVICIO DE LA DEUDA,07,Deuda Flotante,,,10,818.224
6105,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,06,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,01,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,35,SALDO FINAL DE CAJA,,,,,10,10
6106,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,05,TRANSFERENCIAS CORRIENTES,,,,,10,10
6107,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,05,TRANSFERENCIAS CORRIENTES,02,Del Gobierno Central,,,10,10
6108,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,05,TRANSFERENCIAS CORRIENTES,02,Del Gobierno Central,201,Recuperación de Licencias Médicas - FONASA,10,10
6109,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,07,INGRESOS DE OPERACIÓN,,,,,130,130
6110,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,08,OTROS INGRESOS CORRIENTES,,,,,96.494,203.634
6111,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,08,OTROS INGRESOS CORRIENTES,01,Recuperaciones y Reembolsos por Licencias Médicas,,,96.494,96.494
6112,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,08,OTROS INGRESOS CORRIENTES,99,Otros,,,0,107.140
6113,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,09,APORTE FISCAL,,,,,18.759.277,18.951.702
6114,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,09,APORTE FISCAL,01,Libre,,,18.759.277,18.951.702
6115,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,12,RECUPERACIÓN DE PRÉSTAMOS,,,,,0,43.354
6116,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,12,RECUPERACIÓN DE PRÉSTAMOS,10,Ingresos por Percibir,,,0,43.354
6117,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,15,SALDO INICIAL DE CAJA,,,,,10,1.079.747
6118,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,21,GASTOS EN PERSONAL,,,,,10.952.948,10.862.423
6119,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,22,BIENES Y SERVICIOS DE CONSUMO,,,,,1.931.529,1.931.529
6120,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,23,PRESTACIONES DE SEGURIDAD SOCIAL,,,,,0,390.090
6121,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,23,PRESTACIONES DE SEGURIDAD SOCIAL,03,Prestaciones Sociales del Empleador,,,0,390.090
6122,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,23,PRESTACIONES DE SEGURIDAD SOCIAL,03,Prestaciones Sociales del Empleador,001,Indemnización de Cargo Fiscal,0,193.669
6123,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,23,PRESTACIONES DE SEGURIDAD SOCIAL,03,Prestaciones Sociales del Empleador,003,Fondo Retiro Funcionarios Públicos  Ley N° 19.882,0,196.421
6124,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,,,,,5.653.377,5.653.377
6125,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,,,5.338,5.338
6126,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,01,Al Sector Privado,003,Peritajes Ley N° 19.404,5.338,5.338
6127,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,,,5.630.544,5.621.887
6128,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,405,"Comisiones Médicas, D.L. N° 3.500",5.023.384,5.014.727
6129,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,408,Consejos Médicos Ley N° 21.309,607.160,607.160
6130,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,,,17.495,26.152
6131,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,24,TRANSFERENCIAS CORRIENTES,07,A Organismos Internacionales,001,Organismos Internacionales,17.495,26.152
6132,2022,Agosto,PESOS,15,MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,07,SUPERINTENDENCIA DE PENSIONES,01,SUPERINTENDENCIA DE PENSIONES,25,INTEGROS AL FISCO,,,,,96.527,139.881
